"__typename","brandType","contentDirectFeedbackPromptId","customData/doWeEndorseIt","customData/hotel","hotelId","id","impressionAnalytics","impressionAnalytics/__typename","impressionAnalytics/event","impressionAnalytics/referrerId","locale","managementResponses/0/__typename","managementResponses/0/header/__typename","managementResponses/0/header/text","managementResponses/0/id","managementResponses/0/response","photoSection","photoSection/__typename","photoSection/exitAnalytics/__typename","photoSection/exitAnalytics/linkName","photoSection/exitAnalytics/referrerId","photoSection/imageClickAnalytics/__typename","photoSection/imageClickAnalytics/linkName","photoSection/imageClickAnalytics/referrerId","photoSection/navClickAnalytics/__typename","photoSection/navClickAnalytics/linkName","photoSection/navClickAnalytics/referrerId","photos/0/__typename","photos/0/description","photos/0/url","photos/1/__typename","photos/1/description","photos/1/url","photos/2/__typename","photos/2/description","photos/2/url","photos/3/__typename","photos/3/description","photos/3/url","photos/4/__typename","photos/4/description","photos/4/url","photos/5/__typename","photos/5/description","photos/5/url","photos/6/__typename","photos/6/description","photos/6/url","photos/7/__typename","photos/7/description","photos/7/url","propertyReviewSource","reviewAuthorAttribution/__typename","reviewAuthorAttribution/text","reviewFooter/__typename","reviewFooter/messages/0/__typename","reviewFooter/messages/0/seoStructuredData/__typename","reviewFooter/messages/0/seoStructuredData/content","reviewFooter/messages/0/seoStructuredData/itemprop","reviewFooter/messages/0/seoStructuredData/itemscope","reviewFooter/messages/0/seoStructuredData/itemtype","reviewFooter/messages/0/text/__typename","reviewFooter/messages/0/text/text","reviewInteractionSections/0/__typename","reviewInteractionSections/0/accessibilityLabel","reviewInteractionSections/0/feedbackAnalytics/__typename","reviewInteractionSections/0/feedbackAnalytics/linkName","reviewInteractionSections/0/feedbackAnalytics/referrerId","reviewInteractionSections/0/primaryDisplayString","reviewInteractionSections/0/reviewInteractionType","reviewInteractionSections/1/__typename","reviewInteractionSections/1/accessibilityLabel","reviewInteractionSections/1/feedbackAnalytics","reviewInteractionSections/1/primaryDisplayString","reviewInteractionSections/1/reviewInteractionType","reviewInteractionSections/2/__typename","reviewInteractionSections/2/accessibilityLabel","reviewInteractionSections/2/feedbackAnalytics","reviewInteractionSections/2/primaryDisplayString","reviewInteractionSections/2/reviewInteractionType","reviewInteractionSections/3/__typename","reviewInteractionSections/3/accessibilityLabel","reviewInteractionSections/3/feedbackAnalytics","reviewInteractionSections/3/primaryDisplayString","reviewInteractionSections/3/reviewInteractionType","reviewPosition","reviewRegion","reviewScoreWithDescription/__typename","reviewScoreWithDescription/label","reviewScoreWithDescription/value","seeMoreAnalytics/__typename","seeMoreAnalytics/linkName","seeMoreAnalytics/referrerId","submissionTime/__typename","submissionTime/longDateFormat","superlative","text","themes","themes/0/__typename","themes/0/icon/__typename","themes/0/icon/id","themes/0/label","themes/1/__typename","themes/1/icon/__typename","themes/1/icon/id","themes/1/label","title","translationInfo","translationInfo/__typename","translationInfo/loadingTranslationText","translationInfo/seeOriginalText","translationInfo/targetLocale","translationInfo/translatedBy/__typename","translationInfo/translatedBy/description","translationInfo/translationCallToActionLabel","travelers/0","travelers/1","travelers/2","travelers/3"
"PropertyReview","Expedia",,"no opinion","Prague Hotel Krystal","428588","63bc5b7b1aeca343a89b6d1d",,,,,"en_US","ManagementResponse","LodgingHeader","Response from Hotel Management on Jan 9, 2023","9e26665d-229a-46c2-bad7-525852883c53","Dear AKSHYA K. On behalf of Moon Palace Cancun Staff we would like to thank you for sharing us your rate. It is always much appreciated when our guests take the time to let us know their experiences at our Resort. Best regards,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LodgingHeader","AKSHYA K","PropertyReviewFooterSection","PropertyReviewFooterMessage","SEOStructuredData","AKSHYA K","author","true","https://schema.org/Person","EGDSPlainText","","PropertyReviewInteraction","Mark review 6 as helpful. 0 other users found review 6 helpful.","ClientSideAnalytics","Helpful review","HOT.HIS.ReviewsOverlay.THUMB_UP.UPVOTE","0","HELPFUL_REVIEW","PropertyReviewInteraction",,,,"REVIEW_REPORT_FLAG","PropertyReviewInteraction","See more from AKSHYA K's review",,"See more","REVIEW_EXPAND_LABEL","PropertyReviewInteraction","See less from AKSHYA K's review",,"See less","REVIEW_COLLAPSE_LABEL","1246",,"LodgingEnrichedMessage","6 out of 10 Okay","6/10 Okay","ClientSideAnalytics","See more reviews","HOT.HIS.See_more.","DateTime","Jan 9, 2023","Okay","Its big resort and lot of option to explore.",,"ReviewThemes","Icon","sentiment_4","Liked: Amenities, property conditions & facilities",,,,,"",,,,,,,,,"Traveled with family",,,
"PropertyReview","Expedia",,"no opinion","Prague Hotel Krystal","428588","63bc0903ce168051169aa949",,,,,"en_US","ManagementResponse","LodgingHeader","Response from Moon Palace Cancún on Mar 6, 2023","0c78b869-f53d-401a-9b80-2fa11ee0c087","Dear Hector. On behalf of Moon Palace Cancun Staff we would like to thank you for sharing us your rate. It is always much appreciated when our guests take the time to let us know their experiences at our Resort. Best regards,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LodgingHeader","Hector L","PropertyReviewFooterSection","PropertyReviewFooterMessage","SEOStructuredData","Hector L","author","true","https://schema.org/Person","EGDSPlainText","","PropertyReviewInteraction","Mark review 7 as helpful. 0 other users found review 7 helpful.","ClientSideAnalytics","Helpful review","HOT.HIS.ReviewsOverlay.THUMB_UP.UPVOTE","0","HELPFUL_REVIEW","PropertyReviewInteraction","See more from Hector L's review",,"See more","REVIEW_EXPAND_LABEL","PropertyReviewInteraction","See less from Hector L's review",,"See less","REVIEW_COLLAPSE_LABEL",,,,,,"1247",,"LodgingEnrichedMessage","8 out of 10 Good","8/10 Good","ClientSideAnalytics","See more reviews","HOT.HIS.See_more.","DateTime","Jan 9, 2023","Good","",,,,,,,,,,"",,,,,,,,,,,,
"PropertyReview","Expedia",,"no opinion","Prague Hotel Krystal","428588","63bb4a411aeca343a89900bf",,,,,"en_US",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LodgingHeader","naina","PropertyReviewFooterSection","PropertyReviewFooterMessage","SEOStructuredData","naina","author","true","https://schema.org/Person","EGDSPlainText","","PropertyReviewInteraction","Mark review 8 as helpful. 0 other users found review 8 helpful.","ClientSideAnalytics","Helpful review","HOT.HIS.ReviewsOverlay.THUMB_UP.UPVOTE","0","HELPFUL_REVIEW","PropertyReviewInteraction",,,,"REVIEW_REPORT_FLAG","PropertyReviewInteraction","See more from naina's review",,"See more","REVIEW_EXPAND_LABEL","PropertyReviewInteraction","See less from naina's review",,"See less","REVIEW_COLLAPSE_LABEL","1248",,"LodgingEnrichedMessage","6 out of 10 Okay","6/10 Okay","ClientSideAnalytics","See more reviews","HOT.HIS.See_more.","DateTime","Jan 8, 2023","Okay","The property was extremely overcrowded with an average of 2-1/2 hour waits to get into any of the restaurants everyday. The line workers were amazing, hard working and pleasant. Not impressed with the Executive leadership at all that overwork their employees.  ",,"ReviewThemes","Icon","sentiment_4","Liked: Cleanliness, staff & service, property conditions & facilities","ReviewThemes","Icon","sentiment_2","Disliked: Amenities","",,,,,,,,,"Traveled with family",,,
"PropertyReview","Expedia",,"no opinion","Prague Hotel Krystal","428588","63bb35f7e089b15e3ad1731b",,,,,"en_US","ManagementResponse","LodgingHeader","Response from Hotel Management on Jan 9, 2023","3f5b38fd-35eb-436c-aaa5-51385cc3246a","Estimado Eduardo. Antes que nada, puede estar seguro de que esta información se ha proporcionado a los departamentos involucrados y se tomarán las medidas adecuadas. Para Palace Resorts, la satisfacción de nuestros huéspedes es nuestra máxima prioridad y nos esforzamos por ser los mejores en todos los aspectos. Una vez más, apreciamos el tiempo que se tomó para hacernos saber su percepción.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LodgingHeader","Eduardo","PropertyReviewFooterSection","PropertyReviewFooterMessage","SEOStructuredData","Eduardo","author","true","https://schema.org/Person","EGDSPlainText","","PropertyReviewInteraction","Mark review 9 as helpful. 1 other user found review 9 helpful.","ClientSideAnalytics","Helpful review","HOT.HIS.ReviewsOverlay.THUMB_UP.UPVOTE","1","HELPFUL_REVIEW","PropertyReviewInteraction",,,,"REVIEW_REPORT_FLAG","PropertyReviewInteraction","See more from Eduardo's review",,"See more","REVIEW_EXPAND_LABEL","PropertyReviewInteraction","See less from Eduardo's review",,"See less","REVIEW_COLLAPSE_LABEL","1249",,"LodgingEnrichedMessage","8 out of 10 Good","8/10 Good","ClientSideAnalytics","See more reviews","HOT.HIS.See_more.","DateTime","Jan 8, 2023","Good","Excelente para ir con niños. Muchas opciones, desde piscina, cuarto de juegos, playa, canchas, arcades, etc. 

Los servicios como las reservas a restaurantes no son ordenadas y se quedan sin disponibilidad sumamente fácil ",,"ReviewThemes","Icon","sentiment_4","Liked: Cleanliness, staff & service, amenities, property conditions & facilities",,,,,"",,,,,,,,,"Traveled with family and small children",,,
"PropertyReview","Expedia",,"no opinion","Prague Hotel Krystal","428588","63bb0e9898f535084616db62",,"ClientSideImpressionEventAnalytics","Scroll reviews","HOT.HIS.ReviewsOverlay.Scroll","en_US","ManagementResponse","LodgingHeader","Response from Hotel Management on Jan 9, 2023","69551e52-985b-40fb-865b-808d0dfac185","Dear Gary. First and foremost, you may rest assured that this information has been provided to the departments involved, and proper measures will be taken. To Palace Resorts, our guests satisfaction is our utmost priority and we strive to be the best in all aspects. You may rest assured that we take all of our valued guests comments with utmost importance and based on such. We regret to learn to do to the high season we have experienced an increase in wait time to access our restaurants, we would certainly work hard to reduce the waiting time. We want to thank you for sharing your kind feedback. We appreciate any constructive criticism that could help us. We want to thank you for sharing your kind feedback. Once again, we appreciate the time you took to let us know your perception.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LodgingHeader","Gary","PropertyReviewFooterSection","PropertyReviewFooterMessage","SEOStructuredData","Gary","author","true","https://schema.org/Person","EGDSPlainText","","PropertyReviewInteraction","Mark review 10 as helpful. 2 other users found review 10 helpful.","ClientSideAnalytics","Helpful review","HOT.HIS.ReviewsOverlay.THUMB_UP.UPVOTE","2","HELPFUL_REVIEW","PropertyReviewInteraction",,,,"REVIEW_REPORT_FLAG","PropertyReviewInteraction","See more from Gary's review",,"See more","REVIEW_EXPAND_LABEL","PropertyReviewInteraction","See less from Gary's review",,"See less","REVIEW_COLLAPSE_LABEL","1250",,"LodgingEnrichedMessage","6 out of 10 Okay","6/10 Okay","ClientSideAnalytics","See more reviews","HOT.HIS.See_more.","DateTime","Jan 8, 2023","Okay","My husband myself and two kids (3 and 6 year old) spent four nights at Sunrise. Hotel overall clean with excellent activities at pool all day everyday for the kids. We were however very disappointed that we were never able to make any reservations during our visit despite calling to make them daily at 10a and going to the customer service desk each time because the app always said no tables during your stay. We also were unable to eat at any of the restaurants that were ala carte bc we got in line at 530 (opened at 6) by the time we reached the desk in line an hour later, we were told each time 9p for our table. Again, we were traveling with small children so this was simply unacceptable. It seems as the resort lets the 3 attached hotels use all restaurants we were unable to even get to enjoy our own. We chose this property bc of the numerous food options but only ever got to eat buffet and poolside snacks. After speaking with the staff nothing was done or offered to try to compensate this disappointment. We also are aware of the high volume of travelers during our week but as we paid full price we expected full inclusion as advertised, including the food options. We will visit another hotel chain in the future.",,"ReviewThemes","Icon","sentiment_4","Liked: Cleanliness, staff & service, property conditions & facilities",,,,,"",,,,,,,,,"Traveled with family",,,
"PropertyReview","Expedia",,"no opinion","Prague Hotel Krystal","428588","63ba67753f1d3843ba2f518e",,,,,"en_US","ManagementResponse","LodgingHeader","Response from Hotel Management on Jan 9, 2023","8a0ebe5a-213a-41ca-ae82-55c73ddc4220","Dear Rebecca. Please know it is with great concern we have received your rate since this is not the kind of experience we strive to provide for our guests. Rest assured your comments are very important to us and will be shared with our team to provide a proper follow-up and ensure this situation is not of repeated occurrence. We remain at your service,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LodgingHeader","Rebecca","PropertyReviewFooterSection","PropertyReviewFooterMessage","SEOStructuredData","Rebecca","author","true","https://schema.org/Person","EGDSPlainText","","PropertyReviewInteraction","Mark review 1 as helpful. 2 other users found review 1 helpful.","ClientSideAnalytics","Helpful review","HOT.HIS.ReviewsOverlay.THUMB_UP.UPVOTE","2","HELPFUL_REVIEW","PropertyReviewInteraction",,,,"REVIEW_REPORT_FLAG","PropertyReviewInteraction","See more from Rebecca's review",,"See more","REVIEW_EXPAND_LABEL","PropertyReviewInteraction","See less from Rebecca's review",,"See less","REVIEW_COLLAPSE_LABEL","1251",,"LodgingEnrichedMessage","2 out of 10 Terrible","2/10 Terrible","ClientSideAnalytics","See more reviews","HOT.HIS.See_more.","DateTime","Jan 8, 2023","Terrible","Worst we have ever stayed in. Terrible customer service, no communication. Could not get any dinner reservations the whole week we were there.",,"ReviewThemes","Icon","sentiment_2","Disliked: Staff & service, amenities, property conditions & facilities",,,,,"",,,,,,,,,"Traveled with group","Traveled with family",,
"PropertyReview","Expedia",,"no opinion","Prague Hotel Krystal","428588","63b96e99f4656d3353aa7583",,,,,"en_US","ManagementResponse","LodgingHeader","Response from Hotel Management on Jan 7, 2023","ccbe9114-d7bb-4b47-b432-22037f0f8c61","Dear Mr. Miguel.Please know it is with great concern we have received your rate since this is not the kind of experience we strive to provide for our guests. Nothing is more important for us than your satisfaction and we regret to know you returned home unhappy with the overall experience. Please rest assured your comments are very important to us and will be shared with our team to provide a proper follow-up and ensure this situation is not of repeated occurrence. We remain at your service,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LodgingHeader","Miguel","PropertyReviewFooterSection","PropertyReviewFooterMessage","SEOStructuredData","Miguel","author","true","https://schema.org/Person","EGDSPlainText","","PropertyReviewInteraction","Mark review 2 as helpful. 4 other users found review 2 helpful.","ClientSideAnalytics","Helpful review","HOT.HIS.ReviewsOverlay.THUMB_UP.UPVOTE","4","HELPFUL_REVIEW","PropertyReviewInteraction",,,,"REVIEW_REPORT_FLAG","PropertyReviewInteraction","See more from Miguel's review",,"See more","REVIEW_EXPAND_LABEL","PropertyReviewInteraction","See less from Miguel's review",,"See less","REVIEW_COLLAPSE_LABEL","1252",,"LodgingEnrichedMessage","2 out of 10 Terrible","2/10 Terrible","ClientSideAnalytics","See more reviews","HOT.HIS.See_more.","DateTime","Jan 7, 2023","Terrible","The property was OK, but their servicing capacity was exceeded and as a guest I had a very bad time in waiting lines at cresta irañeta and communities carts and buses,al well a poor service within the different ammenities.",,"ReviewThemes","Icon","sentiment_2","Disliked: Cleanliness, staff & service, amenities",,,,,"",,,,,,,,,"Traveled with family and small children",,,
"PropertyReview","Expedia",,"no opinion","Prague Hotel Krystal","428588","63b965731aeca343a8952112",,,,,"en_US","ManagementResponse","LodgingHeader","Response from Hotel Management on Jan 7, 2023","abbc68b0-2d64-4191-9a61-b3dedf15e65c","Dear Rhiannon.On behalf of Moon Palace Cancun Staff we would like to thank you for sharing us your rate. It is always much appreciated when our guests take the time to let us know their experiences at our Resort. To Palace Resorts our guests satisfaction is our utmost priority and we strive to be the very best in all aspects. Please accept our most sincere apologies for any inconvenience experienced. Your comments have been shared as well with key Staff in our organization, most importantly including our Management Team.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LodgingHeader","rhiannon","PropertyReviewFooterSection","PropertyReviewFooterMessage","SEOStructuredData","rhiannon","author","true","https://schema.org/Person","EGDSPlainText","","PropertyReviewInteraction","Mark review 3 as helpful. 1 other user found review 3 helpful.","ClientSideAnalytics","Helpful review","HOT.HIS.ReviewsOverlay.THUMB_UP.UPVOTE","1","HELPFUL_REVIEW","PropertyReviewInteraction",,,,"REVIEW_REPORT_FLAG","PropertyReviewInteraction","See more from rhiannon's review",,"See more","REVIEW_EXPAND_LABEL","PropertyReviewInteraction","See less from rhiannon's review",,"See less","REVIEW_COLLAPSE_LABEL","1253",,"LodgingEnrichedMessage","2 out of 10 Terrible","2/10 Terrible","ClientSideAnalytics","See more reviews","HOT.HIS.See_more.","DateTime","Jan 7, 2023","Terrible","We wanted to love the Moon palace, especially with how extremely expensive it was. But….
The rooms were way to small and cramped for 4 people. Our shower head was broken and we didn’t have hot water twice.  
The lines were long for everything.  We could not get dinner reservations at any of the restaurants even when we tried to book them right as we checked in. 
Not enough chairs by the pool or beach for everyone.  The ocean had a ton of seaweed and wasn’t something you wanted to swim in. Definitely not the blue, clear water you expect of in Cancun. 
Food and drinks were subpar. 
They called our room every morning asking us to come to a time share presentation.  Every-time we went to the lobby- we were asked to do the timeshare presentation. 
We were given resort  credits by Expedia and Moon palace.  Then told that they didn’t apply to anything in the stores but a bottle of tequila or a pair of sunglasses or a beach bag. Overall, probably our worst resort experience ever.   And our most expensive to date.  ",,"ReviewThemes","Icon","sentiment_4","Liked: Amenities, property conditions & facilities","ReviewThemes","Icon","sentiment_2","Disliked: Staff & service","",,,,,,,,,"Traveled with family",,,
"PropertyReview","Expedia",,"no opinion","Prague Hotel Krystal","428588","63b94fb0f4656d3353aa3cf3",,,,,"en_US","ManagementResponse","LodgingHeader","Response from Hotel Management on Jan 7, 2023","037c840c-1e43-4be4-b40f-c1be3bf8ac7f","Dear Mr. Leon.We want to thank you for sharing your kind feedback. We appreciate any constructive criticism that could help us serve you better next time as well we will check each aspect of your points to make sure next time if you consider giving us another opportunity to correct every aspect. Best regards",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LodgingHeader","León","PropertyReviewFooterSection","PropertyReviewFooterMessage","SEOStructuredData","León","author","true","https://schema.org/Person","EGDSPlainText","","PropertyReviewInteraction","Mark review 4 as helpful. 0 other users found review 4 helpful.","ClientSideAnalytics","Helpful review","HOT.HIS.ReviewsOverlay.THUMB_UP.UPVOTE","0","HELPFUL_REVIEW","PropertyReviewInteraction",,,,"REVIEW_REPORT_FLAG","PropertyReviewInteraction","See more from León's review",,"See more","REVIEW_EXPAND_LABEL","PropertyReviewInteraction","See less from León's review",,"See less","REVIEW_COLLAPSE_LABEL","1254",,"LodgingEnrichedMessage","4 out of 10 Poor","4/10 Poor","ClientSideAnalytics","See more reviews","HOT.HIS.See_more.","DateTime","Jan 7, 2023","Poor","The property is fine but the hotel was very crowded qnd the staff was not able to solve ant situation",,"ReviewThemes","Icon","sentiment_4","Liked: Cleanliness, amenities, property conditions & facilities","ReviewThemes","Icon","sentiment_2","Disliked: Staff & service","",,,,,,,,,"Traveled with family",,,
"PropertyReview","Expedia",,"no opinion","Prague Hotel Krystal","428588","63b91530ce1680511694c3a3",,"ClientSideImpressionEventAnalytics","Scroll reviews","HOT.HIS.ReviewsOverlay.Scroll","en_US","ManagementResponse","LodgingHeader","Response from Hotel Management on Jan 7, 2023","ab3f003f-2b3e-4f55-96d2-547e3ed506ec","Dear Mrs. Romina.First and foremost, you may rest assured that this information has been provided to the departments involved, and proper measures will be taken. To Palace Resorts, our guests satisfaction is our utmost priority and we strive to be the best in all aspects.You may rest assured that we take all of our valued guests comments with utmost importance and based on such.Its have been shared as well with key Staff in our organization, most importantly including our Management Team. We want to thank you for sharing your kind feedback. We appreciate any constructive criticism that could help us serve you better next time.Once again, we appreciate the time you took to let us know your perception. Best regards.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LodgingHeader","Romina","PropertyReviewFooterSection","PropertyReviewFooterMessage","SEOStructuredData","Romina","author","true","https://schema.org/Person","EGDSPlainText","","PropertyReviewInteraction","Mark review 5 as helpful. 0 other users found review 5 helpful.","ClientSideAnalytics","Helpful review","HOT.HIS.ReviewsOverlay.THUMB_UP.UPVOTE","0","HELPFUL_REVIEW","PropertyReviewInteraction",,,,"REVIEW_REPORT_FLAG","PropertyReviewInteraction","See more from Romina's review",,"See more","REVIEW_EXPAND_LABEL","PropertyReviewInteraction","See less from Romina's review",,"See less","REVIEW_COLLAPSE_LABEL","1255",,"LodgingEnrichedMessage","2 out of 10 Terrible","2/10 Terrible","ClientSideAnalytics","See more reviews","HOT.HIS.See_more.","DateTime","Jan 7, 2023","Terrible","I wouldn’t recommend this hotel at all. The process to make dinner reservations is caos. Out of 11 nights, we were only able to book 2 restaurants the rest of the nights were ALWAYS fully booked even when calling before 10am. 
The Nizuc Pool was absurdly cold and FULLY packed, so nowhere to sit.
To top it all, it rained for almost half of our stay, and there were ZERO activities planned by the hotel to do indoors with the kids except the playroom (Nizuc) which is incredibly small and boring for the kids. ",,"ReviewThemes","Icon","sentiment_4","Liked: Cleanliness","ReviewThemes","Icon","sentiment_2","Disliked: Amenities, property conditions & facilities","",,,,,,,,,"Traveled with family and small children",,,
"PropertyReview","Travelocity",,"no opinion","Prague Hotel Krystal","428588","63b8ba6b18aa4f621ed9cbe1",,,,,"en_US","ManagementResponse","LodgingHeader","Response from Moon Palace Cancún on Mar 6, 2023","319f8f84-456e-4919-9ac8-5f0bbbb5d387","Dear Joseph. On behalf of Moon Palace Cancun Staff we would like to thank you for sharing us your rate. It is always much appreciated when our guests take the time to let us know their experiences at our Resort. Best regards,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LodgingHeader","Joseph","PropertyReviewFooterSection","PropertyReviewFooterMessage","SEOStructuredData","Joseph","author","true","https://schema.org/Person","EGDSPlainText","","PropertyReviewInteraction","Mark review 6 as helpful. 1 other user found review 6 helpful.","ClientSideAnalytics","Helpful review","HOT.HIS.ReviewsOverlay.THUMB_UP.UPVOTE","1","HELPFUL_REVIEW","PropertyReviewInteraction","See more from Joseph's review",,"See more","REVIEW_EXPAND_LABEL","PropertyReviewInteraction","See less from Joseph's review",,"See less","REVIEW_COLLAPSE_LABEL",,,,,,"1256",,"LodgingEnrichedMessage","10 out of 10 Excellent","10/10 Excellent","ClientSideAnalytics","See more reviews","HOT.HIS.See_more.","DateTime","Jan 7, 2023","Excellent","",,,,,,,,,,"",,,,,,,,,,,,
"PropertyReview","Expedia",,"no opinion","Prague Hotel Krystal","428588","63b82321ce16805116931be1",,,,,"en_US","ManagementResponse","LodgingHeader","Response from Hotel Management on Jan 6, 2023","a266fc19-9476-46c0-b5cc-cb612aef38fc","Dear Mrs. Teresa,First and foremost, you may rest assured that this information has been provided to the departments involved, and proper measures will be taken. To Palace Resorts, our guests satisfaction is our utmost priority and we strive to be the best in all aspects. You may rest assured that we take all of our valued guests comments with utmost importance and based on such.We want to thank you for sharing your kind feedback. We appreciate any constructive criticism that could help us serve you better next time as well we will check each aspect of your points to make sure next time if you consider giving us another opportunity to correct every aspect, I am sure your vacations will be amazing at Moon Palace. Once again, we appreciate the time you took to let us know your perception.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LodgingHeader","Teresa, San Diego","PropertyReviewFooterSection","PropertyReviewFooterMessage","SEOStructuredData","Teresa","author","true","https://schema.org/Person","EGDSPlainText","","PropertyReviewInteraction","Mark review 7 as helpful. 0 other users found review 7 helpful.","ClientSideAnalytics","Helpful review","HOT.HIS.ReviewsOverlay.THUMB_UP.UPVOTE","0","HELPFUL_REVIEW","PropertyReviewInteraction",,,,"REVIEW_REPORT_FLAG","PropertyReviewInteraction","See more from Teresa's review",,"See more","REVIEW_EXPAND_LABEL","PropertyReviewInteraction","See less from Teresa's review",,"See less","REVIEW_COLLAPSE_LABEL","1257",,"LodgingEnrichedMessage","2 out of 10 Terrible","2/10 Terrible","ClientSideAnalytics","See more reviews","HOT.HIS.See_more.","DateTime","Jan 6, 2023","Terrible","This place is overall terrible.  Never got my VIP platter.  Scheduled room service was over an hour late.  No reservations available at any restaurant.  Only time restaurants were available was after 10pm.  Paid for scheduled private transportation through hotel that never arrived which made us late for our flight.  What a struggle to try and get a new ride that we wouldn’t pay for.  Everything was annoying. Only people that were good were the people driving the golf carts ",,"ReviewThemes","Icon","sentiment_2","Disliked: Staff & service, amenities, property conditions & facilities",,,,,"",,,,,,,,,"Traveled with family and small children",,,
"PropertyReview","Expedia",,"no opinion","Prague Hotel Krystal","428588","63b726128d52a579092207f1",,,,,"en_US","ManagementResponse","LodgingHeader","Response from Moon Palace Cancún on Jan 5, 2023","dc67ddc2-c26a-4bac-aff7-a6db1a39e021","Dear Glenn. Thank you for sharing your positive experience with us, We are very happy to know that we were able to exceed your high expectations and that you were especially pleased with our excellent service provided by our professional team.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LodgingHeader","Glenn","PropertyReviewFooterSection","PropertyReviewFooterMessage","SEOStructuredData","Glenn","author","true","https://schema.org/Person","EGDSPlainText","","PropertyReviewInteraction","Mark review 8 as helpful. 0 other users found review 8 helpful.","ClientSideAnalytics","Helpful review","HOT.HIS.ReviewsOverlay.THUMB_UP.UPVOTE","0","HELPFUL_REVIEW","PropertyReviewInteraction",,,,"REVIEW_REPORT_FLAG","PropertyReviewInteraction","See more from Glenn's review",,"See more","REVIEW_EXPAND_LABEL","PropertyReviewInteraction","See less from Glenn's review",,"See less","REVIEW_COLLAPSE_LABEL","1258",,"LodgingEnrichedMessage","10 out of 10 Excellent","10/10 Excellent","ClientSideAnalytics","See more reviews","HOT.HIS.See_more.","DateTime","Jan 5, 2023","Excellent","Everything was great would recommend to anyone. ",,"ReviewThemes","Icon","sentiment_4","Liked: Cleanliness, staff & service, amenities, property conditions & facilities",,,,,"",,,,,,,,,"Traveled with partner",,,
"PropertyReview","Expedia",,"no opinion","Prague Hotel Krystal","428588","63b6fa6f8bedcc4091bfd046",,,,,"en_US","ManagementResponse","LodgingHeader","Response from Moon Palace Cancún on Jan 5, 2023","78cbe433-6f7f-4aa7-a6e8-de4f3bc7defe","Dear John. On behalf of Moon Palace Cancun Staff we would like to thank you for sharing us your rate. It is always much appreciated when our guests take the time to let us know their experiences at our Resort. To Palace Resorts our guests satisfaction is our utmost priority and we strive to be the very best in all aspects. Please accept our most sincere apologies for any inconvenience experienced. Your comments have been shared as well with key Staff in our organization, most importantly including our Management Team.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LodgingHeader","John","PropertyReviewFooterSection","PropertyReviewFooterMessage","SEOStructuredData","John","author","true","https://schema.org/Person","EGDSPlainText","","PropertyReviewInteraction","Mark review 9 as helpful. 3 other users found review 9 helpful.","ClientSideAnalytics","Helpful review","HOT.HIS.ReviewsOverlay.THUMB_UP.UPVOTE","3","HELPFUL_REVIEW","PropertyReviewInteraction",,,,"REVIEW_REPORT_FLAG","PropertyReviewInteraction","See more from John's review",,"See more","REVIEW_EXPAND_LABEL","PropertyReviewInteraction","See less from John's review",,"See less","REVIEW_COLLAPSE_LABEL","1259",,"LodgingEnrichedMessage","6 out of 10 Okay","6/10 Okay","ClientSideAnalytics","See more reviews","HOT.HIS.See_more.","DateTime","Jan 5, 2023","Okay","Property was huge and clean decent service but so crowded no attention to detail,  lines lines and more lines chidren in bar areas , playing, sleeping, ordering redicules virgin drinks by the hundreds. Pool dangers with way to many footballs and skim balls almost 1 injury every day..beach us useless brown water sargrassum..food good  drinks 
Not made w balance strong does not mean good.. NO luxury small bathrooms didnt love this resort for the price!!!!",,"ReviewThemes","Icon","sentiment_4","Liked: Cleanliness, staff & service, property conditions & facilities",,,,,"",,,,,,,,,"Traveled with partner",,,
